chr_window	start	stop	ADref	ADalt	DP	nbSNP_Aref	nbSNP_Aalt	tot_snps
Chr1_4225	21120001	21130000	95	0	95	13	0	13
Chr1_4226	21125001	21135000	114	0	114	18	0	18
Chr1_4227	21130001	21140000	75	0	75	14	0	14
Chr1_4228	21135001	21145000	59	0	59	12	0	12
Chr1_4229	21140001	21150000	227	1	228	40	1	40
Chr1_4230	21145001	21155000	267	1	268	44	1	44
Chr1_4231	21150001	21160000	493	0	493	61	0	61
Chr1_4232	21155001	21165000	414	0	414	50	0	50
Chr1_4233	21160001	21170000	19	0	19	3	0	3
Chr1_4234	21165001	21175000	53	0	53	10	0	10
Chr1_4235	21170001	21180000	136	0	136	22	0	22
Chr1_4236	21175001	21185000	270	0	270	39	0	39
Chr1_4237	21180001	21190000	187	0	187	27	0	27
Chr1_4238	21185001	21195000	29	0	29	5	0	5
Chr1_4239	21190001	21200000	10	0	10	2	0	2
Chr1_4240	21195001	21205000	21	0	21	2	0	2
Chr1_4241	21200001	21210000	21	0	21	2	0	2
Chr1_4242	21205001	21215000	8	0	8	1	0	1
Chr1_4243	21210001	21220000	18	0	18	5	0	5
Chr1_4244	21215001	21225000	26	0	26	6	0	6
Chr1_4245	21220001	21230000	40	0	40	5	0	5
Chr1_4246	21225001	21235000	25	0	25	4	0	4
Chr1_4247	21230001	21240000	16	0	16	4	0	4
Chr1_4248	21235001	21245000	40	0	40	8	0	8
Chr1_4249	21240001	21250000	31	0	31	6	0	6
Chr1_4250	21245001	21255000	83	1	84	20	1	20
Chr1_4251	21250001	21260000	94	1	95	22	1	22
Chr1_4252	21255001	21265000	52	0	52	7	0	7
Chr1_4253	21260001	21270000	83	0	83	13	0	13
Chr1_4254	21265001	21275000	48	0	48	9	0	9
Chr1_4255	21270001	21280000	0	0	0	0	0	0
Chr1_4256	21275001	21285000	0	0	0	0	0	0
Chr1_4257	21280001	21290000	0	0	0	0	0	0
Chr1_4258	21285001	21295000	0	0	0	0	0	0
Chr1_4259	21290001	21300000	0	0	0	0	0	0
Chr1_4260	21295001	21305000	0	0	0	0	0	0
Chr1_4261	21300001	21310000	117	1	118	14	1	14
Chr1_4262	21305001	21315000	431	1	432	49	1	49
Chr1_4263	21310001	21320000	632	1	633	96	1	96
Chr1_4264	21315001	21325000	566	2	568	94	2	94
Chr1_4265	21320001	21330000	747	3	750	109	3	109
Chr1_4266	21325001	21335000	1350	6	1356	181	4	181
Chr1_4267	21330001	21340000	1017	7	1024	129	3	129
Chr1_4268	21335001	21345000	317	3	320	54	1	54
Chr1_4269	21340001	21350000	179	0	179	34	0	34
Chr1_4270	21345001	21355000	170	3	173	34	1	34
Chr1_4271	21350001	21360000	276	3	279	53	1	53
Chr1_4272	21355001	21365000	214	0	214	38	0	38
Chr1_4273	21360001	21370000	208	0	208	35	0	35
Chr1_4274	21365001	21375000	200	0	200	34	0	34
Chr1_4275	21370001	21380000	242	0	242	48	0	48
Chr1_4276	21375001	21385000	505	0	505	98	0	98
Chr1_4277	21380001	21390000	400	0	400	75	0	75
Chr1_4278	21385001	21395000	159	0	159	25	0	25
Chr1_4279	21390001	21400000	220	0	220	40	0	40
Chr1_4280	21395001	21405000	230	1	231	43	1	43
Chr1_4281	21400001	21410000	357	1	358	51	1	51
Chr1_4282	21405001	21415000	533	4	537	77	1	77
Chr1_4283	21410001	21420000	557	4	561	85	1	85
Chr1_4284	21415001	21425000	505	0	505	70	0	70
Chr1_4285	21420001	21430000	361	0	361	55	0	55
Chr1_4286	21425001	21435000	320	0	320	60	0	60
Chr1_4287	21430001	21440000	372	1	373	62	1	62
Chr1_4288	21435001	21445000	284	1	285	58	1	58
Chr1_4289	21440001	21450000	209	0	209	47	0	47
Chr1_4290	21445001	21455000	110	0	110	18	0	18
Chr1_4291	21450001	21460000	163	0	163	27	0	27
Chr1_4292	21455001	21465000	365	0	365	71	0	71
Chr1_4293	21460001	21470000	310	0	310	62	0	62
Chr1_4294	21465001	21475000	380	1	381	60	1	60
Chr1_4295	21470001	21480000	382	1	383	65	1	65
Chr1_4296	21475001	21485000	171	0	171	35	0	35
Chr1_4297	21480001	21490000	339	0	339	56	0	56
Chr1_4298	21485001	21495000	364	0	364	55	0	55
Chr1_4299	21490001	21500000	165	0	165	23	0	23
Chr1_4300	21495001	21505000	153	0	153	24	0	24
Chr1_4301	21500001	21510000	221	0	221	56	0	56
Chr1_4302	21505001	21515000	312	0	312	68	0	68
Chr1_4303	21510001	21520000	346	0	346	48	0	48
Chr1_4304	21515001	21525000	371	0	371	56	0	56
Chr1_4305	21520001	21530000	190	0	190	32	0	32
Chr1_4306	21525001	21535000	87	0	87	11	0	11
Chr1_4307	21530001	21540000	215	1	216	34	1	34
Chr1_4308	21535001	21545000	316	1	317	51	1	51
Chr1_4309	21540001	21550000	250	0	250	42	0	42
Chr1_4310	21545001	21555000	90	0	90	18	0	18
Chr1_4311	21550001	21560000	56	0	56	8	0	8
Chr1_4312	21555001	21565000	89	0	89	14	0	14
Chr1_4313	21560001	21570000	106	0	106	18	0	18
Chr1_4314	21565001	21575000	79	0	79	13	0	13
Chr1_4315	21570001	21580000	56	0	56	8	0	8
Chr1_4316	21575001	21585000	121	7	128	28	3	28
Chr1_4317	21580001	21590000	219	8	227	46	4	46
Chr1_4318	21585001	21595000	154	1	155	25	1	25
Chr1_4319	21590001	21600000	49	0	49	7	0	7
Chr1_4320	21595001	21605000	76	0	76	14	0	14
Chr1_4321	21600001	21610000	366	0	366	50	0	50
Chr1_4322	21605001	21615000	1135	0	1135	122	0	122
Chr1_4323	21610001	21620000	830	0	830	83	0	83
Chr1_4324	21615001	21625000	326	0	326	38	0	38
Chr1_4325	21620001	21630000	348	0	348	44	0	44
Chr1_4326	21625001	21635000	159	0	159	35	0	35
Chr1_4327	21630001	21640000	226	0	226	45	0	45
Chr1_4328	21635001	21645000	150	0	150	27	0	27
Chr1_4329	21640001	21650000	197	0	197	25	0	25
Chr1_4330	21645001	21655000	188	0	188	26	0	26
Chr1_4331	21650001	21660000	112	0	112	20	0	20
Chr1_4332	21655001	21665000	212	0	212	42	0	42
Chr1_4333	21660001	21670000	190	0	190	40	0	40
Chr1_4334	21665001	21675000	141	0	141	28	0	28
Chr1_4335	21670001	21680000	278	1	279	51	1	51
Chr1_4336	21675001	21685000	281	1	282	47	1	47
Chr1_4337	21680001	21690000	321	0	321	62	0	62
Chr1_4338	21685001	21695000	561	2	563	114	2	114
Chr1_4339	21690001	21700000	902	2	904	139	2	139
Chr1_4340	21695001	21705000	698	0	698	90	0	90
Chr1_4341	21700001	21710000	288	0	288	41	0	41
Chr1_4342	21705001	21715000	468	0	468	74	0	74
Chr1_4343	21710001	21720000	673	3	676	116	3	116
Chr1_4344	21715001	21725000	744	3	747	111	3	111
Chr1_4345	21720001	21730000	711	1	712	107	1	107
Chr1_4346	21725001	21735000	525	1	526	96	1	96
Chr1_4347	21730001	21740000	463	0	463	84	0	84
Chr1_4348	21735001	21745000	479	0	479	87	0	87
Chr1_4349	21740001	21750000	373	0	373	73	0	73
Chr1_4350	21745001	21755000	279	1	280	64	1	64
Chr1_4351	21750001	21760000	560	1	561	79	1	79
Chr1_4352	21755001	21765000	682	0	682	93	0	93
Chr1_4353	21760001	21770000	278	0	278	53	0	53
Chr1_4354	21765001	21775000	27	0	27	7	0	7
Chr1_4355	21770001	21780000	0	0	0	0	0	0
Chr1_4356	21775001	21785000	0	0	0	0	0	0
Chr1_4357	21780001	21790000	0	0	0	0	0	0
Chr1_4358	21785001	21795000	0	0	0	0	0	0
Chr1_4359	21790001	21800000	0	0	0	0	0	0
Chr1_4360	21795001	21805000	0	0	0	0	0	0
Chr1_4361	21800001	21810000	0	0	0	0	0	0
Chr1_4362	21805001	21815000	0	0	0	0	0	0
Chr1_4363	21810001	21820000	0	0	0	0	0	0
Chr1_4364	21815001	21825000	0	0	0	0	0	0
Chr1_4365	21820001	21830000	0	0	0	0	0	0
Chr1_4366	21825001	21835000	10	0	10	2	0	2
Chr1_4367	21830001	21840000	10	0	10	2	0	2
Chr1_4368	21835001	21845000	0	0	0	0	0	0
Chr1_4369	21840001	21850000	130	0	130	13	0	13
Chr1_4370	21845001	21855000	606	2	608	105	2	105
Chr1_4371	21850001	21860000	558	2	560	108	2	108
Chr1_4372	21855001	21865000	171	0	171	33	0	33
Chr1_4373	21860001	21870000	222	0	222	36	0	36
Chr1_4374	21865001	21875000	218	0	218	33	0	33
Chr1_4375	21870001	21880000	109	0	109	18	0	18
Chr1_4376	21875001	21885000	88	0	88	14	0	14
Chr1_4377	21880001	21890000	117	0	117	18	0	18
Chr1_4378	21885001	21895000	79	0	79	13	0	13
Chr1_4379	21890001	21900000	86	0	86	17	0	17
Chr1_4380	21895001	21905000	234	1	235	39	1	39
Chr1_4381	21900001	21910000	485	2	487	74	2	74
Chr1_4382	21905001	21915000	512	1	513	79	1	79
Chr1_4383	21910001	21920000	268	0	268	44	0	44
Chr1_4384	21915001	21925000	109	0	109	19	0	19
Chr1_4385	21920001	21930000	75	0	75	12	0	12
Chr1_4386	21925001	21935000	265	0	265	60	0	60
Chr1_4387	21930001	21940000	560	0	560	96	0	96
Chr1_4388	21935001	21945000	359	0	359	45	0	45
Chr1_4389	21940001	21950000	97	0	97	12	0	12
Chr1_4390	21945001	21955000	169	0	169	24	0	24
Chr1_4391	21950001	21960000	193	1	194	29	1	29
Chr1_4392	21955001	21965000	117	1	118	16	1	16
Chr1_4393	21960001	21970000	31	0	31	4	0	4
Chr1_4394	21965001	21975000	35	0	35	8	0	8
Chr1_4395	21970001	21980000	75	0	75	20	0	20
Chr1_4396	21975001	21985000	274	1	275	58	1	58
Chr1_4397	21980001	21990000	499	1	500	83	1	83
Chr1_4398	21985001	21995000	600	0	600	88	0	88
Chr1_4399	21990001	22000000	440	0	440	71	0	71
Chr1_4400	21995001	22005000	253	1	254	45	1	45
Chr1_4401	22000001	22010000	350	1	351	54	1	54
Chr1_4402	22005001	22015000	390	1	391	59	1	59
Chr1_4403	22010001	22020000	492	1	493	66	1	66
Chr1_4404	22015001	22025000	468	0	468	65	0	65
Chr1_4405	22020001	22030000	201	0	201	36	0	36
Chr1_4406	22025001	22035000	85	0	85	15	0	15
Chr1_4407	22030001	22040000	52	0	52	8	0	8
Chr1_4408	22035001	22045000	14	0	14	2	0	2
Chr1_4409	22040001	22050000	26	0	26	4	0	4
Chr1_4410	22045001	22055000	20	0	20	3	0	3
Chr1_4411	22050001	22060000	0	0	0	0	0	0
Chr1_4412	22055001	22065000	12	0	12	2	0	2
Chr1_4413	22060001	22070000	12	0	12	2	0	2
Chr1_4414	22065001	22075000	0	0	0	0	0	0
Chr1_4415	22070001	22080000	0	0	0	0	0	0
Chr1_4416	22075001	22085000	5	0	5	1	0	1
Chr1_4417	22080001	22090000	5	0	5	1	0	1
Chr1_4418	22085001	22095000	0	0	0	0	0	0
Chr1_4419	22090001	22100000	0	0	0	0	0	0
Chr1_4420	22095001	22105000	0	0	0	0	0	0
Chr1_4421	22100001	22110000	0	0	0	0	0	0
Chr1_4422	22105001	22115000	5	0	5	1	0	1
Chr1_4423	22110001	22120000	19	0	19	5	0	5
Chr1_4424	22115001	22125000	27	0	27	5	0	5
Chr1_4425	22120001	22130000	20	0	20	2	0	2
Chr1_4426	22125001	22135000	11	0	11	2	0	2
Chr1_4427	22130001	22140000	4	0	4	1	0	1
Chr1_4428	22135001	22145000	0	0	0	0	0	0
Chr1_4429	22140001	22150000	0	0	0	0	0	0
Chr1_4430	22145001	22155000	0	0	0	0	0	0
Chr1_4431	22150001	22160000	0	0	0	0	0	0
Chr1_4432	22155001	22165000	55	0	55	7	0	7
Chr1_4433	22160001	22170000	62	0	62	8	0	8
Chr1_4434	22165001	22175000	13	0	13	2	0	2
Chr1_4435	22170001	22180000	6	0	6	1	0	1
Chr1_4436	22175001	22185000	0	0	0	0	0	0
Chr1_4437	22180001	22190000	0	0	0	0	0	0
Chr1_4438	22185001	22195000	0	0	0	0	0	0
Chr1_4439	22190001	22200000	0	0	0	0	0	0
Chr1_4440	22195001	22205000	1	0	1	1	0	1
Chr1_4441	22200001	22210000	1	0	1	1	0	1
Chr1_4442	22205001	22215000	0	0	0	0	0	0
Chr1_4443	22210001	22220000	15	9	24	5	4	5
Chr1_4444	22215001	22225000	23	9	32	7	4	7
Chr1_4445	22220001	22230000	8	0	8	2	0	2
Chr1_4446	22225001	22235000	0	0	0	0	0	0
Chr1_4447	22230001	22240000	17	0	17	2	0	2
Chr1_4448	22235001	22245000	17	0	17	2	0	2
Chr1_4449	22240001	22250000	0	0	0	0	0	0
Chr1_4450	22245001	22255000	0	0	0	0	0	0
Chr1_4451	22250001	22260000	0	0	0	0	0	0
Chr1_4452	22255001	22265000	0	0	0	0	0	0
Chr1_4453	22260001	22270000	8	0	8	1	0	1
Chr1_4454	22265001	22275000	8	0	8	1	0	1
Chr1_4455	22270001	22280000	417	0	417	68	0	68
Chr1_4456	22275001	22285000	696	0	696	119	0	119
Chr1_4457	22280001	22290000	586	0	586	97	0	97
Chr1_4458	22285001	22295000	412	0	412	65	0	65
Chr1_4459	22290001	22300000	224	0	224	40	0	40
Chr1_4460	22295001	22305000	165	0	165	27	0	27
Chr1_4461	22300001	22310000	217	0	217	36	0	36
Chr1_4462	22305001	22315000	351	0	351	66	0	66
Chr1_4463	22310001	22320000	653	2	655	105	2	105
Chr1_4464	22315001	22325000	768	3	771	107	3	107
Chr1_4465	22320001	22330000	762	1	763	94	1	94
Chr1_4466	22325001	22335000	667	0	667	100	0	100
Chr1_4467	22330001	22340000	215	0	215	50	0	50
Chr1_4468	22335001	22345000	85	0	85	22	0	22
Chr1_4469	22340001	22350000	85	0	85	20	0	20
Chr1_4470	22345001	22355000	176	1	177	26	1	26
Chr1_4471	22350001	22360000	599	1	600	88	1	88
Chr1_4472	22355001	22365000	797	0	797	123	0	123
Chr1_4473	22360001	22370000	494	0	494	78	0	78
Chr1_4474	22365001	22375000	599	0	599	66	0	66
Chr1_4475	22370001	22380000	906	1	907	88	1	88
Chr1_4476	22375001	22385000	716	1	717	81	1	81
Chr1_4477	22380001	22390000	380	0	380	61	0	61
Chr1_4478	22385001	22395000	324	0	324	52	0	52
Chr1_4479	22390001	22400000	460	0	460	70	0	70
Chr1_4480	22395001	22405000	334	0	334	53	0	53
Chr1_4481	22400001	22410000	159	0	159	20	0	20
Chr1_4482	22405001	22415000	481	0	481	60	0	60
Chr1_4483	22410001	22420000	548	0	548	77	0	77
Chr1_4484	22415001	22425000	354	0	354	55	0	55
Chr1_4485	22420001	22430000	280	0	280	43	0	43
Chr1_4486	22425001	22435000	281	0	281	52	0	52
Chr1_4487	22430001	22440000	486	2	488	93	1	93
Chr1_4488	22435001	22445000	440	2	442	92	1	92
Chr1_4489	22440001	22450000	293	0	293	57	0	57
Chr1_4490	22445001	22455000	153	0	153	26	0	26
Chr1_4491	22450001	22460000	104	0	104	18	0	18
Chr1_4492	22455001	22465000	92	0	92	16	0	16
Chr1_4493	22460001	22470000	63	0	63	10	0	10
Chr1_4494	22465001	22475000	50	0	50	7	0	7
Chr1_4495	22470001	22480000	43	0	43	8	0	8
Chr1_4496	22475001	22485000	146	0	146	24	0	24
Chr1_4497	22480001	22490000	236	0	236	43	0	43
Chr1_4498	22485001	22495000	465	1	466	72	1	72
Chr1_4499	22490001	22500000	631	1	632	94	1	94
Chr1_4500	22495001	22505000	345	0	345	55	0	55
Chr1_4501	22500001	22510000	90	0	90	15	0	15
Chr1_4502	22505001	22515000	119	0	119	23	0	23
Chr1_4503	22510001	22520000	166	0	166	32	0	32
Chr1_4504	22515001	22525000	241	1	242	43	1	43
Chr1_4505	22520001	22530000	462	2	464	90	2	90
Chr1_4506	22525001	22535000	676	1	677	114	1	114
Chr1_4507	22530001	22540000	565	0	565	77	0	77
Chr1_4508	22535001	22545000	317	1	318	55	1	55
Chr1_4509	22540001	22550000	193	1	194	45	1	45
Chr1_4510	22545001	22555000	177	0	177	37	0	37
Chr1_4511	22550001	22560000	231	0	231	39	0	39
Chr1_4512	22555001	22565000	218	1	219	34	1	34
Chr1_4513	22560001	22570000	185	1	186	32	1	32
Chr1_4514	22565001	22575000	214	0	214	43	0	43
Chr1_4515	22570001	22580000	229	0	229	51	0	51
Chr1_4516	22575001	22585000	464	1	465	91	1	91
Chr1_4517	22580001	22590000	921	1	922	145	1	145
Chr1_4518	22585001	22595000	797	0	797	110	0	110
Chr1_4519	22590001	22600000	529	2	531	74	1	74
Chr1_4520	22595001	22605000	634	2	636	96	1	96
Chr1_4521	22600001	22610000	425	1	426	68	1	68
Chr1_4522	22605001	22615000	158	1	159	23	1	23
Chr1_4523	22610001	22620000	329	0	329	43	0	43
Chr1_4524	22615001	22625000	376	0	376	56	0	56
Chr1_4525	22620001	22630000	394	0	394	69	0	69
Chr1_4526	22625001	22635000	441	0	441	74	0	74
Chr1_4527	22630001	22640000	180	0	180	29	0	29
Chr1_4528	22635001	22645000	23	0	23	5	0	5
Chr1_4529	22640001	22650000	38	0	38	7	0	7
Chr1_4530	22645001	22655000	90	0	90	13	0	13
Chr1_4531	22650001	22660000	91	0	91	15	0	15
Chr1_4532	22655001	22665000	95	0	95	19	0	19
Chr1_4533	22660001	22670000	222	1	223	48	1	48
Chr1_4534	22665001	22675000	309	1	310	65	1	65
Chr1_4535	22670001	22680000	317	0	317	53	0	53
Chr1_4536	22675001	22685000	250	0	250	39	0	39
Chr1_4537	22680001	22690000	478	2	480	90	2	90
Chr1_4538	22685001	22695000	900	3	903	152	3	152
Chr1_4539	22690001	22700000	556	1	557	90	1	90
Chr1_4540	22695001	22705000	357	0	357	55	0	55
Chr1_4541	22700001	22710000	472	1	473	69	1	69
Chr1_4542	22705001	22715000	360	2	362	56	2	56
Chr1_4543	22710001	22720000	293	1	294	46	1	46
Chr1_4544	22715001	22725000	647	0	647	91	0	91
Chr1_4545	22720001	22730000	724	0	724	100	0	100
Chr1_4546	22725001	22735000	372	0	372	56	0	56
Chr1_4547	22730001	22740000	455	0	455	75	0	75
Chr1_4548	22735001	22745000	374	0	374	63	0	63
Chr1_4549	22740001	22750000	283	0	283	54	0	54
Chr1_4550	22745001	22755000	202	0	202	42	0	42
Chr1_4551	22750001	22760000	43	0	43	8	0	8
Chr1_4552	22755001	22765000	38	0	38	6	0	6
Chr1_4553	22760001	22770000	216	1	217	42	1	42
Chr1_4554	22765001	22775000	330	1	331	54	1	54
Chr1_4555	22770001	22780000	248	0	248	40	0	40
Chr1_4556	22775001	22785000	222	0	222	47	0	47
Chr1_4557	22780001	22790000	517	1	518	72	1	72
Chr1_4558	22785001	22795000	588	1	589	77	1	77
Chr1_4559	22790001	22800000	437	0	437	69	0	69
Chr1_4560	22795001	22805000	646	2	648	99	2	99
Chr1_4561	22800001	22810000	531	3	534	83	3	83
Chr1_4562	22805001	22815000	187	1	188	34	1	34
Chr1_4563	22810001	22820000	205	0	205	31	0	31
Chr1_4564	22815001	22825000	269	0	269	44	0	44
Chr1_4565	22820001	22830000	433	0	433	60	0	60
Chr1_4566	22825001	22835000	585	0	585	74	0	74
Chr1_4567	22830001	22840000	481	0	481	67	0	67
Chr1_4568	22835001	22845000	641	0	641	88	0	88
Chr1_4569	22840001	22850000	1246	0	1246	159	0	159
Chr1_4570	22845001	22855000	812	0	812	101	0	101
Chr1_4571	22850001	22860000	138	1	139	24	1	24
Chr1_4572	22855001	22865000	406	2	408	69	2	69
Chr1_4573	22860001	22870000	424	1	425	70	1	70
Chr1_4574	22865001	22875000	199	0	199	32	0	32
Chr1_4575	22870001	22880000	393	0	393	38	0	38
Chr1_4576	22875001	22885000	369	0	369	34	0	34
Chr1_4577	22880001	22890000	122	0	122	24	0	24
Chr1_4578	22885001	22895000	397	0	397	66	0	66
Chr1_4579	22890001	22900000	612	0	612	86	0	86
Chr1_4580	22895001	22905000	348	0	348	47	0	47
Chr1_4581	22900001	22910000	157	0	157	27	0	27
Chr1_4582	22905001	22915000	387	0	387	55	0	55
Chr1_4583	22910001	22920000	319	0	319	46	0	46
Chr1_4584	22915001	22925000	95	0	95	22	0	22
Chr1_4585	22920001	22930000	106	0	106	21	0	21
Chr1_4586	22925001	22935000	220	0	220	44	0	44
Chr1_4587	22930001	22940000	332	2	334	63	2	63
Chr1_4588	22935001	22945000	568	4	572	79	3	79
Chr1_4589	22940001	22950000	619	3	622	91	2	91
Chr1_4590	22945001	22955000	257	1	258	47	1	47
Chr1_4591	22950001	22960000	207	0	207	40	0	40
Chr1_4592	22955001	22965000	311	0	311	54	0	54
Chr1_4593	22960001	22970000	164	0	164	25	0	25
Chr1_4594	22965001	22975000	114	0	114	27	0	27
Chr1_4595	22970001	22980000	299	0	299	63	0	63
Chr1_4596	22975001	22985000	547	0	547	91	0	91
Chr1_4597	22980001	22990000	382	0	382	60	0	60
Chr1_4598	22985001	22995000	196	0	196	30	0	30
Chr1_4599	22990001	23000000	536	1	537	82	1	82
Chr1_4600	22995001	23005000	483	1	484	79	1	79
Chr1_4601	23000001	23010000	268	0	268	38	0	38
Chr1_4602	23005001	23015000	271	0	271	40	0	40
Chr1_4603	23010001	23020000	103	0	103	20	0	20
Chr1_4604	23015001	23025000	28	0	28	6	0	6
Chr1_4605	23020001	23030000	244	0	244	34	0	34
Chr1_4606	23025001	23035000	363	0	363	49	0	49
Chr1_4607	23030001	23040000	210	0	210	32	0	32
Chr1_4608	23035001	23045000	135	0	135	23	0	23
Chr1_4609	23040001	23050000	397	1	398	72	1	72
Chr1_4610	23045001	23055000	809	2	811	130	2	130
Chr1_4611	23050001	23060000	1094	3	1097	150	2	150
Chr1_4612	23055001	23065000	772	2	774	108	1	108
Chr1_4613	23060001	23070000	223	0	223	39	0	39
Chr1_4614	23065001	23075000	128	0	128	21	0	21
Chr1_4615	23070001	23080000	108	0	108	18	0	18
Chr1_4616	23075001	23085000	154	1	155	31	1	31
Chr1_4617	23080001	23090000	193	1	194	36	1	36
Chr1_4618	23085001	23095000	147	1	148	30	1	30
Chr1_4619	23090001	23100000	320	2	322	57	2	57
Chr1_4620	23095001	23105000	349	1	350	61	1	61
Chr1_4621	23100001	23110000	487	0	487	86	0	86
Chr1_4622	23105001	23115000	833	1	834	141	1	141
Chr1_4623	23110001	23120000	557	1	558	96	1	96
Chr1_4624	23115001	23125000	211	0	211	43	0	43
Chr1_4625	23120001	23130000	402	0	402	64	0	64
Chr1_4626	23125001	23135000	601	0	601	91	0	91
Chr1_4627	23130001	23140000	433	0	433	73	0	73
Chr1_4628	23135001	23145000	315	0	315	48	0	48
Chr1_4629	23140001	23150000	322	0	322	54	0	54
Chr1_4630	23145001	23155000	464	1	465	78	1	78
Chr1_4631	23150001	23160000	479	1	480	79	1	79
Chr1_4632	23155001	23165000	530	0	530	83	0	83
Chr1_4633	23160001	23170000	674	0	674	96	0	96
Chr1_4634	23165001	23175000	465	0	465	74	0	74
Chr1_4635	23170001	23180000	331	0	331	58	0	58
Chr1_4636	23175001	23185000	524	0	524	93	0	93
Chr1_4637	23180001	23190000	660	1	661	124	1	124
Chr1_4638	23185001	23195000	541	1	542	118	1	118
Chr1_4639	23190001	23200000	396	0	396	89	0	89
Chr1_4640	23195001	23205000	205	0	205	38	0	38
Chr1_4641	23200001	23210000	103	0	103	21	0	21
Chr1_4642	23205001	23215000	98	0	98	19	0	19
Chr1_4643	23210001	23220000	131	0	131	17	0	17
Chr1_4644	23215001	23225000	184	0	184	23	0	23
Chr1_4645	23220001	23230000	87	0	87	12	0	12
Chr1_4646	23225001	23235000	24	0	24	4	0	4
Chr1_4647	23230001	23240000	33	0	33	6	0	6
Chr1_4648	23235001	23245000	25	0	25	4	0	4
Chr1_4649	23240001	23250000	102	0	102	17	0	17
Chr1_4650	23245001	23255000	132	0	132	25	0	25
Chr1_4651	23250001	23260000	162	0	162	28	0	28
Chr1_4652	23255001	23265000	471	2	473	80	2	80
Chr1_4653	23260001	23270000	479	2	481	95	2	95
Chr1_4654	23265001	23275000	278	1	279	59	1	59
Chr1_4655	23270001	23280000	268	1	269	53	1	53
Chr1_4656	23275001	23285000	184	1	185	49	1	49
Chr1_4657	23280001	23290000	203	1	204	41	1	41
Chr1_4658	23285001	23295000	205	0	205	29	0	29
Chr1_4659	23290001	23300000	157	0	157	23	0	23
Chr1_4660	23295001	23305000	198	0	198	30	0	30
Chr1_4661	23300001	23310000	239	3	242	38	1	38
Chr1_4662	23305001	23315000	471	3	474	71	1	71
Chr1_4663	23310001	23320000	364	0	364	55	0	55
Chr1_4664	23315001	23325000	80	0	80	16	0	16
Chr1_4665	23320001	23330000	287	0	287	40	0	40
Chr1_4666	23325001	23335000	428	0	428	58	0	58
Chr1_4667	23330001	23340000	417	0	417	59	0	59
Chr1_4668	23335001	23345000	550	0	550	75	0	75
Chr1_4669	23340001	23350000	533	1	534	75	1	75
Chr1_4670	23345001	23355000	467	1	468	63	1	63
Chr1_4671	23350001	23360000	378	0	378	53	0	53
Chr1_4672	23355001	23365000	279	0	279	51	0	51
Chr1_4673	23360001	23370000	512	0	512	75	0	75
Chr1_4674	23365001	23375000	604	0	604	90	0	90
Chr1_4675	23370001	23380000	341	0	341	61	0	61
Chr1_4676	23375001	23385000	132	0	132	27	0	27
Chr1_4677	23380001	23390000	141	0	141	27	0	27
Chr1_4678	23385001	23395000	276	1	277	45	1	45
Chr1_4679	23390001	23400000	366	1	367	60	1	60
Chr1_4680	23395001	23405000	273	0	273	47	0	47
Chr1_4681	23400001	23410000	505	0	505	81	0	81
Chr1_4682	23405001	23415000	708	1	709	119	1	119
Chr1_4683	23410001	23420000	371	1	372	66	1	66
Chr1_4684	23415001	23425000	189	0	189	24	0	24
Chr1_4685	23420001	23430000	139	0	139	20	0	20
Chr1_4686	23425001	23435000	256	1	257	48	1	48
Chr1_4687	23430001	23440000	370	1	371	64	1	64
Chr1_4688	23435001	23445000	302	0	302	53	0	53
Chr1_4689	23440001	23450000	219	0	219	48	0	48
Chr1_4690	23445001	23455000	347	1	348	67	1	67
Chr1_4691	23450001	23460000	440	1	441	73	1	73
Chr1_4692	23455001	23465000	220	0	220	35	0	35
Chr1_4693	23460001	23470000	116	2	118	20	1	20
Chr1_4694	23465001	23475000	92	2	94	15	1	15
Chr1_4695	23470001	23480000	106	0	106	15	0	15
Chr1_4696	23475001	23485000	225	0	225	29	0	29
Chr1_4697	23480001	23490000	201	1	202	26	1	26
Chr1_4698	23485001	23495000	190	2	192	30	2	30
Chr1_4699	23490001	23500000	450	1	451	77	1	77
Chr1_4700	23495001	23505000	416	0	416	77	0	77
Chr1_4701	23500001	23510000	133	0	133	26	0	26
Chr1_4702	23505001	23515000	72	0	72	11	0	11
Chr1_4703	23510001	23520000	219	0	219	31	0	31
Chr1_4704	23515001	23525000	203	0	203	31	0	31
Chr1_4705	23520001	23530000	103	0	103	18	0	18
Chr1_4706	23525001	23535000	128	11	139	25	1	25
Chr1_4707	23530001	23540000	165	11	176	36	1	36
Chr1_4708	23535001	23545000	198	0	198	35	0	35
Chr1_4709	23540001	23550000	167	0	167	26	0	26
Chr1_4710	23545001	23555000	112	0	112	18	0	18
Chr1_4711	23550001	23560000	66	0	66	10	0	10
Chr1_4712	23555001	23565000	177	0	177	41	0	41
Chr1_4713	23560001	23570000	353	0	353	74	0	74
Chr1_4714	23565001	23575000	362	0	362	59	0	59
Chr1_4715	23570001	23580000	281	0	281	41	0	41
Chr1_4716	23575001	23585000	273	0	273	39	0	39
Chr1_4717	23580001	23590000	249	0	249	40	0	40
Chr1_4718	23585001	23595000	206	0	206	35	0	35
Chr1_4719	23590001	23600000	344	0	344	51	0	51
Chr1_4720	23595001	23605000	520	0	520	91	0	91
Chr1_4721	23600001	23610000	682	3	685	134	3	134
